GPU Times, time.time(), clock_realtime
696909872461,1674351777.959594,1674351777.959605
696909903308,1674351777.990334,1674351777.990344
696909934156,1674351778.021238,1674351778.021249
696909965005,1674351778.051778,1674351778.051788
696909995852,1674351778.085144,1674351778.085154
696910026700,1674351778.113683,1674351778.113693
696910057548,1674351778.144324,1674351778.144334
696910088395,1674351778.175323,1674351778.175334
696910119243,1674351778.206375,1674351778.206385
696910150092,1674351778.239456,1674351778.239467
696910180939,1674351778.267991,1674351778.268001
696910211786,1674351778.298779,1674351778.298789
696910242635,1674351778.329482,1674351778.329492
696910273482,1674351778.360617,1674351778.360627
696910304330,1674351778.393918,1674351778.393928
696910335178,1674351778.422349,1674351778.422359
696910366026,1674351778.453071,1674351778.453080
696910396873,1674351778.483723,1674351778.483733
696910427722,1674351778.514467,1674351778.514477
696910458570,1674351778.547730,1674351778.547741
696910489418,1674351778.576200,1674351778.576211
696910520265,1674351778.606864,1674351778.606874
696910551112,1674351778.637814,1674351778.637824
696910581960,1674351778.668805,1674351778.668815
696910612808,1674351778.701904,1674351778.701914
696910643656,1674351778.730524,1674351778.730534
696910674504,1674351778.761350,1674351778.761360
696910705351,1674351778.792168,1674351778.792179
696910736200,1674351778.822964,1674351778.822974
696910767047,1674351778.856199,1674351778.856210
696910797895,1674351778.884451,1674351778.884461
696910828744,1674351778.915407,1674351778.915416
696910859591,1674351778.946204,1674351778.946215
696910890438,1674351778.976931,1674351778.976941
696910921286,1674351779.010346,1674351779.010356
696910952134,1674351779.038842,1674351779.038852
696910982982,1674351779.069665,1674351779.069675
696911013830,1674351779.100551,1674351779.100562
696911044678,1674351779.131511,1674351779.131522
696911075525,1674351779.164659,1674351779.164669
696911106373,1674351779.193503,1674351779.193513
696911137221,1674351779.224295,1674351779.224305
696911168071,1674351779.255046,1674351779.255056
696911198917,1674351779.285854,1674351779.285864
696911229764,1674351779.319081,1674351779.319091
696911260612,1674351779.347598,1674351779.347610
696911291460,1674351779.378515,1674351779.378525
696911322308,1674351779.409556,1674351779.409566
696911353155,1674351779.440203,1674351779.440213
696911384003,1674351779.473504,1674351779.473514
696911414851,1674351779.502004,1674351779.502015
696911445699,1674351779.532527,1674351779.532537
696911476547,1674351779.563694,1674351779.563703
696911507396,1674351779.594542,1674351779.594552
696911538243,1674351779.627500,1674351779.627510
696911569090,1674351779.656099,1674351779.656109
696911599938,1674351779.686922,1674351779.686932
696911630786,1674351779.717755,1674351779.717765
696911661633,1674351779.748617,1674351779.748627
696911692482,1674351779.786277,1674351779.786289
696911723329,1674351779.810702,1674351779.810712
696911754177,1674351779.841352,1674351779.841364
696911785025,1674351779.872107,1674351779.872117
696911815872,1674351779.902716,1674351779.902726
696911846721,1674351779.936003,1674351779.936013
696911877568,1674351779.964902,1674351779.964912
696911908417,1674351779.995260,1674351779.995271
696911939264,1674351780.026089,1674351780.026100
696911970112,1674351780.056930,1674351780.056940
696912000960,1674351780.090302,1674351780.090311
696912031807,1674351780.118916,1674351780.118925
696912062655,1674351780.149971,1674351780.149980
696912093503,1674351780.180706,1674351780.180717
696912124351,1674351780.211636,1674351780.211647
696912155198,1674351780.244851,1674351780.244861
696912186047,1674351780.273209,1674351780.273221
696912216894,1674351780.304096,1674351780.304106
696912247742,1674351780.334914,1674351780.334925
696912278590,1674351780.365662,1674351780.365673
696912309438,1674351780.398753,1674351780.398763
696912340286,1674351780.427302,1674351780.427313
696912371133,1674351780.458116,1674351780.458126
696912401981,1674351780.488939,1674351780.488949
696912432829,1674351780.519885,1674351780.519896
696912463677,1674351780.552855,1674351780.552866
696912494525,1674351780.581636,1674351780.581646
696912525373,1674351780.612436,1674351780.612446
696912556220,1674351780.643062,1674351780.643071
696912587068,1674351780.673892,1674351780.673903
696912617915,1674351780.707203,1674351780.707213
696912648764,1674351780.735734,1674351780.735744
696912679612,1674351780.766678,1674351780.766689
696912710459,1674351780.797709,1674351780.797718
696912741307,1674351780.828197,1674351780.828207
696912772155,1674351780.861259,1674351780.861270
696912803002,1674351780.890062,1674351780.890072
696912833850,1674351780.920903,1674351780.920914
696912864699,1674351780.951640,1674351780.951650
696912895546,1674351780.982600,1674351780.982610
696912926394,1674351781.015605,1674351781.015615
696912957241,1674351781.044086,1674351781.044096
696912988090,1674351781.074921,1674351781.074931
696913018937,1674351781.105705,1674351781.105715
696913049785,1674351781.136443,1674351781.136454
696913080633,1674351781.170005,1674351781.170015
696913111481,1674351781.198296,1674351781.198306
696913142328,1674351781.229028,1674351781.229038
696913173176,1674351781.259821,1674351781.259830
696913204024,1674351781.290808,1674351781.290818
696913234872,1674351781.324078,1674351781.324089
696913265720,1674351781.352654,1674351781.352664
696913296567,1674351781.383300,1674351781.383310
696913327416,1674351781.414019,1674351781.414030
696913358263,1674351781.444928,1674351781.444938
696913389111,1674351781.478164,1674351781.478174
696913419959,1674351781.506727,1674351781.506738
696913450807,1674351781.537755,1674351781.537766
696913481655,1674351781.568487,1674351781.568497
696913512503,1674351781.599290,1674351781.599300
696913543351,1674351781.636906,1674351781.636917
696913574198,1674351781.661257,1674351781.661268
696913605045,1674351781.691988,1674351781.691998
696913635893,1674351781.722744,1674351781.722755
696913666741,1674351781.753544,1674351781.753554
696913697589,1674351781.786727,1674351781.786737
696913728437,1674351781.815296,1674351781.815306
696913759284,1674351781.846101,1674351781.846111
696913790132,1674351781.876985,1674351781.876995
696913820980,1674351781.907970,1674351781.907981
696913851829,1674351781.940849,1674351781.940859
696913882677,1674351781.969616,1674351781.969625
696913913525,1674351782.000376,1674351782.000387
696913944371,1674351782.031132,1674351782.031143
696913975219,1674351782.062159,1674351782.062170
696914006067,1674351782.095330,1674351782.095340
696914036915,1674351782.123749,1674351782.123760
696914067763,1674351782.154557,1674351782.154566
696914098610,1674351782.185388,1674351782.185398
696914129458,1674351782.216213,1674351782.216223
696914160306,1674351782.249356,1674351782.249366
696914191154,1674351782.278156,1674351782.278166
696914222001,1674351782.308802,1674351782.308812
696914252850,1674351782.339762,1674351782.339773
696914283697,1674351782.370517,1674351782.370528
696914314545,1674351782.403761,1674351782.403772
696914345392,1674351782.432412,1674351782.432422
696914376241,1674351782.463266,1674351782.463276
696914407088,1674351782.493898,1674351782.493908
696914437936,1674351782.524806,1674351782.524817
696914468784,1674351782.558038,1674351782.558049
696914499632,1674351782.586720,1674351782.586730
696914530480,1674351782.617437,1674351782.617446
696914561328,1674351782.648382,1674351782.648392
696914592176,1674351782.679064,1674351782.679075
696914623023,1674351782.712290,1674351782.712300
696914653871,1674351782.740830,1674351782.740841
696914684719,1674351782.771447,1674351782.771457
696914715566,1674351782.802491,1674351782.802502
696914746414,1674351782.833250,1674351782.833260
696914777262,1674351782.866150,1674351782.866160
696914808110,1674351782.894774,1674351782.894784
696914838957,1674351782.925736,1674351782.925745
696914869806,1674351782.956551,1674351782.956561
696914900654,1674351782.987406,1674351782.987416
696914931502,1674351783.020718,1674351783.020728
696914962349,1674351783.049065,1674351783.049075
696914993197,1674351783.079916,1674351783.079926
696915024044,1674351783.110789,1674351783.110799
696915054893,1674351783.141562,1674351783.141572
696915085740,1674351783.174843,1674351783.174853
696915116588,1674351783.203202,1674351783.203212
696915147436,1674351783.233749,1674351783.233759
696915178284,1674351783.264864,1674351783.264874
696915209131,1674351783.295722,1674351783.295732
696915239979,1674351783.328971,1674351783.328981
696915270828,1674351783.357517,1674351783.357528
696915301675,1674351783.388357,1674351783.388367
696915332523,1674351783.419049,1674351783.419058
696915363370,1674351783.449894,1674351783.449903
696915394218,1674351783.487844,1674351783.487855
696915425066,1674351783.511996,1674351783.512006
696915455914,1674351783.542619,1674351783.542628
696915486762,1674351783.573416,1674351783.573426
696915517609,1674351783.603883,1674351783.603892
696915548457,1674351783.637260,1674351783.637270
696915579305,1674351783.666095,1674351783.666106
696915610154,1674351783.696664,1674351783.696674
696915641001,1674351783.727471,1674351783.727480
696915671848,1674351783.758509,1674351783.758519
696915702696,1674351783.791785,1674351783.791795
696915733544,1674351783.820459,1674351783.820469
696915764392,1674351783.851281,1674351783.851291
696915795240,1674351783.881858,1674351783.881868
696915826087,1674351783.912659,1674351783.912669
696915856935,1674351783.946072,1674351783.946082
696915887783,1674351783.974944,1674351783.974954
696915918631,1674351784.005292,1674351784.005302
696915949479,1674351784.036191,1674351784.036201
696915980327,1674351784.066858,1674351784.066868
696916011174,1674351784.100145,1674351784.100155
696916042022,1674351784.128752,1674351784.128762
696916072870,1674351784.159605,1674351784.159614
696916103718,1674351784.190515,1674351784.190526
696916134565,1674351784.221490,1674351784.221500
696916165413,1674351784.254487,1674351784.254497
696916196261,1674351784.283045,1674351784.283056
696916227109,1674351784.313823,1674351784.313833
696916257957,1674351784.344653,1674351784.344662
696916288806,1674351784.375468,1674351784.375478
696916319652,1674351784.408993,1674351784.409003
696916350500,1674351784.437256,1674351784.437266
696916381348,1674351784.468064,1674351784.468074
696916412196,1674351784.498865,1674351784.498875
696916443044,1674351784.529729,1674351784.529739
696916473891,1674351784.562899,1674351784.562909
696916504739,1674351784.591783,1674351784.591793
696916535587,1674351784.622282,1674351784.622292
696916566435,1674351784.652962,1674351784.652972
696916597283,1674351784.683866,1674351784.683876
696916628131,1674351784.717055,1674351784.717065
696916658978,1674351784.745636,1674351784.745646
696916689826,1674351784.776630,1674351784.776640
696916720674,1674351784.807126,1674351784.807136
696916751521,1674351784.837966,1674351784.837977
696916782370,1674351784.871374,1674351784.871385
696916813217,1674351784.899769,1674351784.899779
696916844065,1674351784.930705,1674351784.930715
696916874913,1674351784.961773,1674351784.961783
696916905761,1674351784.992405,1674351784.992415
696916936609,1674351785.025601,1674351785.025611
696916967457,1674351785.054059,1674351785.054069
696916998304,1674351785.084680,1674351785.084690
696917029152,1674351785.115569,1674351785.115579
696917060000,1674351785.146496,1674351785.146505
696917090848,1674351785.179876,1674351785.179885
696917121695,1674351785.208575,1674351785.208585
696917152543,1674351785.239304,1674351785.239314
696917183391,1674351785.270179,1674351785.270189
696917214239,1674351785.301031,1674351785.301041
696917245087,1674351785.338614,1674351785.338624
696917275934,1674351785.362909,1674351785.362919
696917306783,1674351785.393602,1674351785.393612
696917337631,1674351785.424504,1674351785.424513
696917368478,1674351785.455157,1674351785.455167
696917399325,1674351785.488372,1674351785.488383
696917430173,1674351785.516847,1674351785.516856
696917461021,1674351785.547682,1674351785.547692
696917491869,1674351785.578553,1674351785.578563
696917522717,1674351785.609582,1674351785.609592
696917553565,1674351785.642597,1674351785.642607
696917584412,1674351785.671169,1674351785.671179
696917615260,1674351785.702071,1674351785.702081
696917646109,1674351785.732882,1674351785.732892
696917676956,1674351785.763611,1674351785.763621
696917707804,1674351785.796971,1674351785.796981
696917738652,1674351785.825443,1674351785.825453
